1307|Менеджер (в прочих отраслях)|24060|null|null|null|null|1229|Руководители
1308|Менеджер (в сельском охотничьем, лесном и рыбном хозяйстве)|24048|null|null|null|null|1221|Руководители
1309|Менеджер (в социально-бытовом обслуживании населения)|24059|null|null|null|null|1228|Руководители
1310|Менеджер (в строительстве)|24050|null|null|null|null|1223|Руководители
1311|Менеджер (в торговле)|24051|null|null|null|null|1224|Руководители
1312|Менеджер (на транспорте, в связи, материальнотехническом снабжении и сбыте)|24054|null|null|null|null|1226|Руководители
1313|Менеджер [в подразделениях (службах) по маркетингу и сбыту продукции]|24068|null|null|null|null|1233|Руководители
1314|Менеджер [в прочих функциональных подразделениях (службах)]|24075|null|null|null|null|1239|Руководители
1315|Менеджер [в финансово-экономических и административных подразделениях (службах)]|24062|null|null|null|null|1231|Руководители
1316|Менеджер в подразделениях (службах) компьютерного обеспечения|24072|null|null|null|null|1236|Руководители
1317|Менеджер в подразделениях (службах) научно-технического развития|24074|null|null|null|null|1237|Руководители
1318|Менеджер по персоналу|24063|null|null|null|null|1232|Руководители
1319|Менеджер по рекламе|24071|null|null|null|null|1234|Руководители
1320|Металлизатор|14440|2|2-6|null|null|7250|null
1321|Металлизатор электрокерамических изделий|14442|45|3-4|null|null|7250|null
1322|Метеоролог|24078|null|null|null|null|2112|Специалисты
1323|Методист|24080|null|null|null|null|2351|Специалисты
1324|Методист библиотеки, дома народного творчества, клубного учреждения, музея, центра (научнометодического, народной культуры и др.)|24083|null|null|null|null|2359|Специалисты
1325|Методист внешкольного учреждения|24086|null|null|null|null|2351|Специалисты
1326|Методист образовательного учреждения, методического, учебно-методического кабинета (центра), фильмотеки|24089|null|null|null|null|2351|Специалисты
